level_0,index,id,classification_predictions,regression_predictions,isHigh,isLow,energy_1vs3,energy_6vs10,energy_20vs30,prob
6643,643,47cf8fa000da5d07928e542c8c1208a049106087,1.0,6.0,0.00020554662,0.0054004192,[0.0000000e+00 6.7733541e-11 2.2785163e-15 0.0000000e+00],[0.         0.36403507 0.39024544 0.        ],[0.         0.18997686 0.01783484 0.        ],1.0
7078,78,1cc0cd33b955a9a2025938ac7b6114237367ca50,1.0,6.0,0.00058972836,3.33488e-05,[0.0000000e+00 3.0740529e-12 3.0222622e-17 0.0000000e+00],[0.         0.31291807 0.33924162 0.        ],[0.         0.20235755 0.01602059 0.        ],1.0
13642,642,3e13a9575de4d8c72cf3a1253d36086abdefa8d2,1.0,6.0,0.00043800473,0.0012730062,[0.000000e+00 2.131299e-10 5.657152e-17 0.000000e+00],[0.         0.20620042 0.23255728 0.        ],[0.         0.17362435 0.01116543 0.        ],1.0
10132,132,8657d86e78b3031aa505fd7c00c699809150e4c7,1.0,6.0,0.0006751418,0.0002758503,[0.0000000e+00 4.1827142e-10 1.7530531e-16 0.0000000e+00],[0.         0.24347211 0.26994365 0.        ],[0.         0.17299396 0.01179891 0.        ],1.0
15478,478,81dae154db7b039199477206686abb08370ab209,1.0,6.0,6.353855e-05,0.92695475,[0.0000000e+00 2.5950549e-11 7.0949041e-16 0.0000000e+00],[0.         0.3582612  0.38485223 0.        ],[0.         0.16954696 0.02357589 0.        ],1.0
6582,582,5dee9666f24404a8e07f1e9d65b5dfb6d8f99c29,1.0,6.0,0.00013646483,0.008488506,[0.000000e+00 4.093995e-11 1.820039e-15 0.000000e+00],[0.        0.3680432 0.3947497 0.       ],[0.         0.19541273 0.01807452 0.        ],1.0
11426,426,f6aa3d87cd0f57375ddf4d397ec0b60f365366c3,1.0,6.0,7.292628e-05,0.0007417202,[0.0000000e+00 1.9133832e-10 5.4751544e-18 0.0000000e+00],[0.         0.13847551 0.16521028 0.        ],[0.         0.1549158  0.01721081 0.        ],1.0
11742,742,d97f74857a910c79b3d227fa1a45840e54d5b3ef,1.0,6.0,0.000100553036,0.020005852,[0.00000000e+00 1.01948665e-10 7.95009573e-17 0.00000000e+00],[0.         0.20020428 0.22694036 0.        ],[0.         0.18550594 0.01251547 0.        ],1.0
11464,464,7688c30365742615649ac34dc5c6a63093d3317a,1.0,6.0,0.00029826164,1.9013882e-05,[0.0000000e+00 5.9822003e-10 1.2872973e-14 0.0000000e+00],[0.         0.3619253  0.38866645 0.        ],[0.         0.21010804 0.01948513 0.        ],1.0
4042,42,ced89cdbf2787f01bdabd846efe2a50697b650b5,1.0,6.0,0.00014725327,0.030728698,[0.00000000e+00 1.21579715e-08 4.17898172e-14 0.00000000e+00],[0.         0.3371348  0.36412242 0.        ],[0.         0.16123328 0.01905039 0.        ],1.0
16241,241,91ebf90fbebba6c2d8e26fd0fccbbf8bfb783c8e,1.0,6.0,0.00019389391,4.8965216e-05,[0.0000000e+00 1.6197933e-10 2.4088719e-14 0.0000000e+00],[0.         0.36655977 0.39355534 0.        ],[0.         0.19577144 0.02668473 0.        ],1.0
16597,597,6e4aca8a0c9b5f55017d12bccedd5335159f4854,1.0,6.0,0.00050988793,0.49960756,[0.0000000e+00 1.6328587e-10 9.3662203e-16 0.0000000e+00],[0.         0.30458358 0.3315997  0.        ],[0.         0.15920015 0.0193676  0.        ],1.0
14408,408,0da5733c84e511fe5c1026ddb5d53ee570f062a6,1.0,6.0,0.00013762712,0.06625736,[0.0000000e+00 2.7424174e-09 1.1173401e-14 0.0000000e+00],[0.        0.3480106 0.3753858 0.       ],[0.         0.1544248  0.02198437 0.        ],1.0
11446,446,d2f19cae0814b41824606775ee9c63c0ebb5a7a0,1.0,6.0,0.0004491508,0.00018799305,[0.000000e+00 2.374210e-10 3.349491e-16 0.000000e+00],[0.         0.23190503 0.25935227 0.        ],[0.         0.18501511 0.0108165  0.        ],1.0
7274,274,3cc652d54c6bcc4a3dbd5ee531bdb7e8d02b9413,1.0,6.0,0.00016951561,0.0010861456,[0.0000000e+00 5.9788464e-14 4.2112346e-22 0.0000000e+00],[0.         0.02866812 0.05615055 0.        ],[0.         0.17521337 0.00725659 0.        ],1.0
12042,42,b38f0b43637d1d000a43f9709225a014574c0804,1.0,6.0,0.0005696714,0.00022763014,[0.0000000e+00 5.1206642e-14 1.7759667e-22 0.0000000e+00],[0.         0.02538132 0.05316579 0.        ],[0.         0.18390016 0.00632543 0.        ],1.0
6263,263,61a967a29772506334095ed5f51ef20eefa958e9,1.0,6.0,0.00027748942,0.0012910664,[0.0000000e+00 3.7481238e-10 1.2642252e-14 0.0000000e+00],[0.         0.35465944 0.38253134 0.        ],[0.         0.19133961 0.01748404 0.        ],1.0
6765,765,e158ceef208aaec10efa921e22fca4c6a9e383ed,1.0,6.0,6.905198e-05,0.72207713,[0.0000000e+00 3.0435318e-10 1.4428957e-14 0.0000000e+00],[0.        0.386383  0.4143388 0.       ],[0.         0.19039358 0.01726393 0.        ],1.0
170,170,c6fe9bf8dee26964a556aa1a930fae4d1e17453f,1.0,6.0,0.0,0.0,[0.0000000e+00 1.6502481e-10 4.3020457e-16 0.0000000e+00],[0.         0.30174536 0.32975292 0.        ],[0.         0.16398047 0.01473909 0.        ],1.0
269,269,c44af296f9459ffc13a502fb710012798ae47473,1.0,6.0,0.0,0.0,[0.0000000e+00 5.2455784e-10 6.0867262e-15 0.0000000e+00],[0.         0.3620275  0.39015663 0.        ],[0.         0.17169671 0.01801224 0.        ],1.0
12573,573,b4b195a67e50af2cee2dde3a417b6fe769a890ee,1.0,6.0,0.00028532743,0.028700858,[0.0000000e+00 7.1270023e-10 5.9815834e-14 0.0000000e+00],[0.         0.36930323 0.39749208 0.        ],[0.         0.18912935 0.01919891 0.        ],1.0
15386,386,534f41fea4b942c3a383497088b4fc10b2332e5e,1.0,6.0,9.5546246e-05,0.96964073,[0.0000000e+00 2.0482042e-10 2.4077407e-15 0.0000000e+00],[0.         0.35782862 0.38617143 0.        ],[0.         0.17291048 0.0186436  0.        ],1.0
4545,545,27f766b1d591c8f2904d78bff68599b2b8141bc0,1.0,6.0,0.00022235513,0.36987287,[0.0000000e+00 1.8188012e-10 7.1701381e-15 0.0000000e+00],[0.         0.33694994 0.36539665 0.        ],[0.         0.18129133 0.01434693 0.        ],1.0
16896,896,1cb37599c7b08bb86980ac50b562e3198e96ff39,1.0,6.0,0.00023713708,0.03942862,[0.0000000e+00 5.9607536e-10 1.5547914e-15 0.0000000e+00],[0.         0.30867085 0.33726987 0.        ],[0.         0.1754386  0.01726076 0.        ],1.0
14485,485,67c5eb4ce7631bdf54eec74a6abdf1919a5a879b,1.0,6.0,0.00027516484,0.161284,[0.0000000e+00 4.5045220e-10 2.2479036e-14 0.0000000e+00],[0.         0.37850657 0.40740025 0.        ],[0.         0.19455741 0.01934465 0.        ],1.0
635,635,62f99a724ed14f144b9e1e15c900654412993da2,1.0,6.0,0.0,0.0,[0.000000e+00 1.749034e-10 5.628198e-18 0.000000e+00],[0.         0.14980707 0.17877091 0.        ],[0.         0.1511648  0.01640799 0.        ],1.0
6291,291,c5be926c9a09630fe17d5ee4eca60c1c3001a480,1.0,6.0,0.00034543872,0.04852283,[0.0000000e+00 4.8243765e-10 3.6279014e-15 0.0000000e+00],[0.        0.3379531 0.3669609 0.       ],[0.         0.16757445 0.02042076 0.        ],1.0
15398,398,e9ebe2d7c78268238691375162fe61609f39ddd6,1.0,6.0,0.00012481213,0.416685,[0.0000000e+00 6.0330473e-12 1.7185230e-16 0.0000000e+00],[0.         0.3249176  0.35406834 0.        ],[0.         0.17007871 0.01724781 0.        ],1.0
382,382,95ecc81d2052c46c15977e35d8e8e2ff841a9eff,1.0,6.0,0.0,0.0,[0.0000000e+00 2.1240065e-10 1.4295960e-14 0.0000000e+00],[0.         0.37551427 0.4047015  0.        ],[0.         0.19750962 0.01838528 0.        ],1.0
12511,511,2ce6cc8f9741cb50a96750dac902790331f529a9,1.0,6.0,0.00018534064,0.2965275,[0.0000000e+00 3.3709333e-10 2.2788380e-15 0.0000000e+00],[0.         0.34957084 0.3788022  0.        ],[0.         0.1665745  0.01657708 0.        ],1.0
6341,341,2383a9561285fd9779a9525615afee1ae7c69624,1.0,6.0,0.0006098747,0.0017838776,[0.0000000e+00 3.2167186e-11 1.8418362e-16 0.0000000e+00],[0.         0.2817042  0.31098735 0.        ],[0.         0.17917946 0.01292463 0.        ],1.0
4172,172,584e0ec6a78308193c92f733b140ddce9db44736,1.0,6.0,9.1165304e-05,0.16824034,[0.0000000e+00 4.7228960e-10 1.4888317e-14 0.0000000e+00],[0.         0.36737013 0.39675117 0.        ],[0.         0.1804809  0.01793287 0.        ],1.0
10214,214,354ed5318c7c6f8c5e3e337b9199047fa62197c4,1.0,6.0,7.712841e-05,0.4808236,[0.000000e+00 5.607602e-11 5.598952e-16 0.000000e+00],[0.         0.29498884 0.32442644 0.        ],[0.         0.18376498 0.01434087 0.        ],1.0
837,837,1acc447fad1cbf5e0e2e62c1591d2293def0a949,1.0,6.0,0.0,0.0,[0.0000000e+00 7.3210708e-12 1.5150508e-19 0.0000000e+00],[0.         0.06626131 0.09586048 0.        ],[0.         0.21502624 0.00649364 0.        ],1.0
965,965,d7b054a792fada69e254375fa5b7f7c7b050cba2,1.0,6.0,0.0,0.0,[0.0000000e+00 2.3750432e-10 1.8738641e-14 0.0000000e+00],[0.         0.38328102 0.41289362 0.        ],[0.         0.18734503 0.01790066 0.        ],1.0
7542,542,5f1fc13c0789383a98bc8282b6e9e897eb420623,1.0,6.0,6.5505505e-05,0.5254376,[0.0000000e+00 2.2602138e-09 1.0850147e-13 0.0000000e+00],[0.         0.37000588 0.3997526  0.        ],[0.         0.15657479 0.03437869 0.        ],1.0
12936,936,fe53e750901ca9fb2dbce1575e3568e5d2b37f0d,1.0,6.0,0.00028905272,0.0014218092,[0.0000000e+00 1.9120854e-09 6.7498134e-16 0.0000000e+00],[0.         0.28546795 0.31541994 0.        ],[0.         0.17374463 0.01300765 0.        ],1.0
1381,381,8ececbc7e58d0f4b1438f104cdff0dce3bb8fa5c,1.0,6.0,0.0,0.0,[0.0000000e+00 1.1976942e-09 6.4169475e-14 0.0000000e+00],[0.         0.367176   0.39714256 0.        ],[0.         0.18804228 0.01929058 0.        ],1.0
6932,932,1e103648e4c3fd3b3d8c36095802cb68c71037d9,1.0,6.0,0.00020503998,0.31990653,[0.00000000e+00 1.14595326e-10 5.14765692e-16 0.00000000e+00],[0.         0.28170237 0.31178007 0.        ],[0.         0.16840702 0.01362519 0.        ],1.0
4627,627,e45284c3a75a4e1b867703fe2093cee7fd797fbf,1.0,6.0,0.00013032556,0.7615268,[0.0000000e+00 4.6732560e-09 1.6961022e-13 0.0000000e+00],[0.         0.3804776  0.41056025 0.        ],[0.         0.17487629 0.02431376 0.        ],1.0
9799,799,5bb5e3ca878bd817a1fca13c550c6825fa306c06,1.0,6.0,9.569526e-05,0.12180266,[0.0000000e+00 4.0287787e-11 4.4986636e-15 0.0000000e+00],[0.         0.37466758 0.40514278 0.        ],[0.         0.18173411 0.0189761  0.        ],1.0
13763,763,91204035553a0e3b17ef600b6732ebf075269fb7,1.0,6.0,0.00015991926,0.023647428,[0.0000000e+00 7.8262563e-10 7.0678132e-15 0.0000000e+00],[0.         0.35358527 0.38420227 0.        ],[0.         0.18441318 0.0143479  0.        ],1.0
14943,943,478b0aaeb8751e8339314624fbc45d37582e4985,1.0,6.0,0.00018277764,0.025916398,[0.0000000e+00 2.7233640e-10 2.9260412e-15 0.0000000e+00],[0.         0.3379708  0.36870334 0.        ],[0.         0.18613665 0.0160535  0.        ],1.0
7730,730,dc87890f967a559f52b0f7d0f912ead6f6ac12f2,1.0,6.0,0.00019800663,0.0069129467,[0.0000000e+00 1.8198873e-10 2.5904986e-16 0.0000000e+00],[0.         0.28631014 0.31726187 0.        ],[0.         0.16123466 0.01848801 0.        ],1.0
14416,416,62b821ecaa732f7bbbdfb6cad2f2a1af2ea67098,1.0,6.0,0.00018879771,0.31457916,[0.0000000e+00 2.1671342e-10 1.1231600e-15 0.0000000e+00],[0.         0.29985344 0.33082142 0.        ],[0.         0.1726352  0.01430045 0.        ],1.0
16553,553,c1f142cc93838833c8964ded669aed0d78ce02f4,1.0,6.0,0.00022608042,0.19968641,[0.00000000e+00 3.56789112e-11 1.09015344e-16 0.00000000e+00],[0.         0.28172687 0.3127623  0.        ],[0.         0.18117915 0.01263327 0.        ],1.0
11022,22,e5e1436f4239c5066349df0688a8ffe6230ea99d,1.0,6.0,0.00021508336,0.42647845,[0.0000000e+00 1.6480370e-10 1.1814198e-16 0.0000000e+00],[0.         0.30812028 0.33915865 0.        ],[0.         0.17920534 0.01709912 0.        ],1.0
1688,688,cb64faba61ea20cfb221b2ac7f9c55c8f70dacbe,1.0,6.0,0.0,0.0,[0.0000000e+00 6.5139488e-10 1.7599018e-15 0.0000000e+00],[0.         0.30759308 0.33865577 0.        ],[0.         0.1605145  0.02043862 0.        ],1.0
4519,519,557890bd62d4cba15b372785f7703ae97e0d3ea3,1.0,6.0,0.00013941526,0.20695996,[0.0000000e+00 7.6501215e-11 3.0276872e-16 0.0000000e+00],[0.         0.32031235 0.3513854  0.        ],[0.         0.1724174  0.01439498 0.        ],1.0
5481,481,620ad02698a95ddfc156354a04b4427565f36636,1.0,6.0,0.00039586425,0.0009497106,[0.0000000e+00 2.0304673e-10 5.3382413e-15 0.0000000e+00],[0.         0.35738617 0.38849068 0.        ],[0.         0.21168876 0.01724578 0.        ],1.0
8377,377,e6c6d671c9144560224fd302a23b47affa949ca1,1.0,6.0,0.0002514422,0.0029218495,[0.0000000e+00 2.2594498e-10 6.6830675e-17 0.0000000e+00],[0.         0.21620761 0.24740401 0.        ],[0.         0.16881445 0.01240464 0.        ],1.0
9443,443,c91fc224f81848d79542842f618ed007dbe71beb,1.0,6.0,0.00029179454,0.09825197,[0.0000000e+00 1.2987258e-10 2.0431335e-16 0.0000000e+00],[0.         0.30245256 0.33392632 0.        ],[0.         0.16438764 0.01757707 0.        ],1.0
15505,505,0bc7ffa015e8d0778f2697b919cd9c4aaf255fb5,1.0,6.0,0.0009652674,7.3611736e-06,[0.0000000e+00 1.2224493e-09 6.0731553e-16 0.0000000e+00],[0.         0.28183383 0.31332022 0.        ],[0.         0.20357527 0.00928222 0.        ],1.0
923,923,4adc94e1feba9d4d433e628cc67b60e9462954a5,1.0,6.0,0.0,0.0,[0.0000000e+00 4.9112503e-10 8.3854954e-14 0.0000000e+00],[0.         0.37673968 0.408234   0.        ],[0.         0.1610404  0.03625122 0.        ],1.0
1515,515,f3686073ceb0c95f6d4152dec8c5bbf42d2b843d,1.0,6.0,0.0,0.0,[0.0000000e+00 1.9042268e-10 1.1204516e-14 0.0000000e+00],[0.         0.37544104 0.40711212 0.        ],[0.         0.1727085  0.01989512 0.        ],1.0
7962,962,9bd91f2719acaecabb72318d97ba53000331fb7d,1.0,6.0,0.00054478645,0.00021994114,[0.0000000e+00 3.3254954e-14 1.0287377e-21 0.0000000e+00],[0.         0.04375662 0.07551704 0.        ],[0.         0.1966538  0.00482124 0.        ],1.0
6018,18,223d5a6e6b382a2e59617d1aaf796cc03e41d6be,1.0,6.0,0.00014814734,0.0023227334,[0.0000000e+00 2.4560035e-10 1.4446437e-15 0.0000000e+00],[0.         0.32686397 0.3586293  0.        ],[0.         0.17705058 0.01889107 0.        ],1.0
14312,312,ceec950a45bfffd11c9a025c563be81566f992e5,1.0,6.0,4.74751e-05,0.94905674,[0.000000e+00 6.277680e-10 1.771177e-14 0.000000e+00],[0.         0.36897454 0.40076318 0.        ],[0.         0.16321559 0.02768514 0.        ],1.0
317,317,ef925b77f95de4115136b79e51d62f6e394b163d,1.0,6.0,0.0,0.0,[0.0000000e+00 3.3941381e-11 5.5770357e-17 0.0000000e+00],[0.         0.22158697 0.2534798  0.        ],[0.         0.18306305 0.01095    0.        ],1.0
12060,60,231e660c44db473bde2a573e53208805c87d845b,1.0,6.0,0.00015231967,0.8274797,[0.0000000e+00 9.4441344e-11 1.7803413e-15 0.0000000e+00],[0.         0.34924713 0.38123977 0.        ],[0.         0.167711   0.01859883 0.        ],1.0
16022,22,915b99fe1cde74424ee78d4c7d895039abdb7362,1.0,6.0,0.00016316772,0.0053032637,[0.0000000e+00 1.5342594e-10 7.3846807e-17 0.0000000e+00],[0.         0.20168844 0.23409937 0.        ],[0.         0.16159223 0.01738976 0.        ],1.0
6366,366,9ae5242aafb1cc43783feb018a3e237ea2853e95,1.0,6.0,0.00049877167,0.00072821975,[0.0000000e+00 1.3364423e-10 2.0681638e-16 0.0000000e+00],[0.         0.2917599  0.32422042 0.        ],[0.         0.17198938 0.01521037 0.        ],1.0
261,261,4fa9f7c6ff609705b5c9cb0b71ab051dcf7b0444,1.0,6.0,0.0,0.0,[0.0000000e+00 6.8619208e-11 3.0931188e-17 0.0000000e+00],[0.         0.22295591 0.2556312  0.        ],[0.         0.17190908 0.01131181 0.        ],1.0
15392,392,6e8c2fe1a1b9c9bb2cb4015edc5ddab980c667fe,1.0,6.0,0.00018715858,0.0017188191,[0.00000000e+00 1.24779381e-10 1.25219536e-17 0.00000000e+00],[0.         0.22720565 0.26014176 0.        ],[0.         0.17767873 0.01360803 0.        ],1.0
13153,153,453fdac7cb105fcef122d13d27db749ad70c8217,1.0,6.0,0.0010358393,0.00051638484,[0.0000000e+00 2.3964575e-10 3.2337566e-16 0.0000000e+00],[0.         0.2994448  0.33255148 0.        ],[0.         0.19330403 0.01070347 0.        ],1.0
8705,705,c33d5490104d47a9f48a416f4319d62a0d284588,1.0,6.0,0.00018334389,0.028814495,[0.0000000e+00 9.5501933e-11 6.6817707e-16 0.0000000e+00],[0.         0.34560055 0.3787669  0.        ],[0.         0.19051772 0.01432118 0.        ],1.0
15010,10,6646cd2f8e74e5cf45660977f7b8171308206a42,1.0,6.0,3.2544136e-05,0.8941438,[0.0000000e+00 7.3538304e-09 7.3636931e-14 0.0000000e+00],[0.         0.37704617 0.4104805  0.        ],[0.         0.15710881 0.02662169 0.        ],1.0
12576,576,169ea8e0e1b4ca504d379685f4d3543a2469af65,1.0,6.0,5.0485134e-05,0.28519186,[0.0000000e+00 2.9320935e-10 3.0385532e-15 0.0000000e+00],[0.         0.34247085 0.37598416 0.        ],[0.         0.16842209 0.02343951 0.        ],1.0
14688,688,de8a1f6581a22e1fba9768428ad4ca56f7786ea7,1.0,6.0,8.3863735e-05,0.006569892,[0.0000000e+00 2.2961968e-09 7.2198955e-16 0.0000000e+00],[0.         0.2763567  0.30987373 0.        ],[0.         0.14802766 0.02224609 0.        ],1.0
16105,105,db6c2a85764ed39b91186dc2609d7f71a80f787d,1.0,6.0,0.0008048415,0.002747953,[0.000000e+00 6.467980e-10 9.312216e-15 0.000000e+00],[0.         0.34054115 0.3741867  0.        ],[0.         0.19093806 0.01128663 0.        ],1.0
1969,969,4ff482e7eca38965b27d510a19f8d897b4fc9baa,1.0,6.0,0.0,0.0,[0.0000000e+00 9.3183468e-11 3.3992653e-17 0.0000000e+00],[0.         0.17469609 0.20838752 0.        ],[0.         0.16061278 0.01225577 0.        ],1.0
6057,57,42931ff23260bebf8ac912eb310d73b73350273a,1.0,6.0,0.0005402267,0.0036443472,[0.0000000e+00 2.2817707e-10 8.9088871e-16 0.0000000e+00],[0.         0.27610603 0.309802   0.        ],[0.         0.18776801 0.01000193 0.        ],1.0
16935,935,4764ea36005f7e5c4b3e659a87664647d4e9cb88,1.0,6.0,0.00024211407,0.06597674,[0.0000000e+00 9.4446388e-11 8.3352886e-16 0.0000000e+00],[0.         0.3035491  0.33731443 0.        ],[0.         0.17911392 0.01243615 0.        ],1.0
16522,522,d7cf26aa1376e39ca11b7eff5fe89b2efd06486f,1.0,6.0,0.00049719214,0.00010445714,[0.000000e+00 4.518701e-11 2.388863e-18 0.000000e+00],[0.         0.15926367 0.19318599 0.        ],[0.         0.17855753 0.00954268 0.        ],1.0
9236,236,21e69dcf6713147594d012ee0f6bc175ca99181e,1.0,6.0,0.00026378036,0.008367449,[0.0000000e+00 6.7482565e-12 1.0733458e-17 0.0000000e+00],[0.         0.25462028 0.28855455 0.        ],[0.         0.17624141 0.01622443 0.        ],1.0
13831,831,0bb03ce26d7eb50e442bd77467c9aede7049e8da,1.0,6.0,0.00024020672,0.12991142,[0.0000000e+00 1.4958746e-09 5.9409922e-14 0.0000000e+00],[0.         0.37233326 0.40628    0.        ],[0.        0.1881657 0.0177124 0.       ],1.0
8853,853,6f1585441e7461e99b30285b81e037883a97b439,1.0,6.0,0.0005957186,0.00376454,[0.0000000e+00 6.0339395e-10 1.9322151e-14 0.0000000e+00],[0.         0.35245356 0.38642895 0.        ],[0.         0.1961344  0.01502439 0.        ],1.0
14401,401,f856fe0a33c88b699c5a7b1b9b4d52db8941d794,1.0,6.0,0.00030869246,0.0010445714,[0.0000000e+00 8.9730140e-11 3.2230792e-16 0.0000000e+00],[0.         0.28525424 0.31952623 0.        ],[0.         0.19107926 0.01299996 0.        ],1.0
8464,464,6cd2d25d08df27d2557b7c0b70eedbb8ee91a4ce,1.0,6.0,0.00025445223,0.13500357,[0.0000000e+00 1.3250926e-12 6.6849475e-19 0.0000000e+00],[0.         0.17067985 0.2050282  0.        ],[0.         0.17492807 0.01210123 0.        ],1.0
10561,561,3fa7d60619629698c14c4e8f47f19a77ecd50323,1.0,6.0,6.3449144e-05,0.99712884,[0.0000000e+00 1.4603499e-10 1.5109972e-14 0.0000000e+00],[0.         0.3810321  0.41544783 0.        ],[0.         0.17185704 0.02137384 0.        ],1.0
12339,339,64e3f1c9348775c78c8c4e58284bf6c9ff364200,1.0,6.0,0.000108629465,0.49593115,[0.0000000e+00 1.6852247e-10 8.3310654e-15 0.0000000e+00],[0.         0.38535967 0.41984856 0.        ],[0.         0.17840213 0.01724474 0.        ],1.0
8698,698,c61edfc38b331438c54056ecb99cdd081e2b24bb,1.0,6.0,0.00035572052,0.028724521,[0.0000000e+00 5.2120561e-11 1.3177637e-15 0.0000000e+00],[0.         0.33738193 0.37200755 0.        ],[0.         0.19777584 0.015549   0.        ],1.0
16044,44,f1e74c9c063d8df1b02307f1a282cee33bd020d7,1.0,6.0,0.0006585717,0.0,[0.0000000e+00 2.6217448e-12 3.1577576e-19 0.0000000e+00],[0.         0.07769547 0.1123465  0.        ],[0.         0.21642888 0.00622151 0.        ],1.0
13461,461,5f99be894159b37c73cfcee3429119f14d37f9ca,1.0,6.0,7.1018934e-05,0.003431797,[0.0000000e+00 2.9366743e-12 5.0378117e-19 0.0000000e+00],[0.         0.14889817 0.18355897 0.        ],[0.         0.17523928 0.01095609 0.        ],1.0
9577,577,c82056a44727965d97c5f6860da8630a1e8594ae,1.0,6.0,0.00016894937,0.6936868,[0.0000000e+00 3.2578179e-10 2.8664486e-15 0.0000000e+00],[0.         0.35774946 0.39247066 0.        ],[0.         0.17969005 0.01514391 0.        ],1.0
7911,911,ac726c883bfabe30f186f7940caace1a05337b80,1.0,6.0,0.00045397878,0.0015283823,[0.0000000e+00 5.1805361e-12 1.2535006e-16 0.0000000e+00],[0.         0.33886158 0.37379164 0.        ],[0.         0.19375812 0.01509164 0.        ],1.0
9186,186,4cc6bf8d210282355a13ffec219a9a58e806be06,1.0,6.0,0.00012221932,0.22945043,[0.0000000e+00 6.1130240e-10 1.4385944e-15 0.0000000e+00],[0.         0.30924758 0.34422627 0.        ],[0.         0.17841001 0.01916195 0.        ],1.0
10449,449,5c87f46fd11fb8f1b737bf7a43006e9aff8fb531,1.0,6.0,0.000418216,0.47657782,[0.0000000e+00 1.4049467e-09 1.6032015e-14 0.0000000e+00],[0.         0.38502797 0.42001802 0.        ],[0.         0.17309035 0.02177381 0.        ],1.0
642,642,a08a32aa451c6224d768542fd48e6aa3f0594933,1.0,6.0,0.0,0.0,[0.0000000e+00 2.9370920e-10 1.2249231e-13 0.0000000e+00],[0.         0.36060634 0.39600116 0.        ],[0.         0.19320747 0.02493761 0.        ],1.0
15712,712,dad1fd0ed131b8b5d0a02d7c49f40a1a486c44a9,1.0,6.0,0.0003465712,0.108095735,[0.0000000e+00 4.3527951e-10 1.7549609e-15 0.0000000e+00],[0.        0.3345632 0.3702313 0.       ],[0.         0.1631816  0.02007912 0.        ],1.0
7678,678,a482c9ffd451cffd75bf7d613b53885dec67f2bc,1.0,6.0,0.00017696619,0.1476815,[0.0000000e+00 1.7923049e-10 6.1370131e-16 0.0000000e+00],[0.        0.3057216 0.3415621 0.       ],[0.         0.18575826 0.01373485 0.        ],1.0
12750,750,7816452888b72bb3c7410f4500f07e67fca62e99,1.0,6.0,6.5237284e-05,0.65770054,[0.0000000e+00 1.9466941e-10 2.7854006e-14 0.0000000e+00],[0.         0.3711561  0.40700647 0.        ],[0.         0.18798557 0.01895436 0.        ],1.0
7229,229,8ae0f6e19afdb1d5dfa96053eacf16607331f08e,1.0,6.0,0.0005272627,0.015521079,[0.0000000e+00 2.4356048e-09 5.2147202e-15 0.0000000e+00],[0.         0.3709326  0.40681586 0.        ],[0.         0.16308467 0.02086404 0.        ],1.0
10009,9,e4f84e3f854c5190fd645f5eeb8bab550c55ad27,1.0,6.0,0.0002463758,0.004397601,[0.0000000e+00 6.5585054e-10 2.6896892e-15 0.0000000e+00],[0.         0.32881925 0.36492753 0.        ],[0.         0.19232738 0.01302738 0.        ],1.0
11781,781,80b9651b4247ade2aa87fee9ca0580aad17f9c12,1.0,6.0,0.0005685985,0.011509895,[0.0000000e+00 2.1918184e-10 8.4958299e-16 0.0000000e+00],[0.         0.33413824 0.37038943 0.        ],[0.         0.17731626 0.01228982 0.        ],1.0
1714,714,9446e9abc69b0d4541b4a9b324044179cc8ce178,1.0,6.0,0.0,0.0,[0.0000000e+00 2.6743518e-12 6.2749908e-20 0.0000000e+00],[0.         0.07939482 0.1159116  0.        ],[0.         0.20094112 0.00637211 0.        ],1.0
14172,172,6eaa5dab558b67c5267915777ff7cb9f1b81e430,1.0,6.0,0.00030627847,0.008354962,[0.0000000e+00 1.7120366e-11 5.5328751e-17 0.0000000e+00],[0.         0.24762335 0.284213   0.        ],[0.         0.19366725 0.01061962 0.        ],1.0
17044,44,63e6e1842fa6566d5f6f2981cdb192362efa5b9e,1.0,6.0,0.00015756488,0.024172127,[0.0000000e+00 1.4845104e-10 8.4260821e-16 0.0000000e+00],[0.         0.32709903 0.36373734 0.        ],[0.         0.16304925 0.02346177 0.        ],1.0
519,519,9799b1fbff6ef82699823b14552e348c622bf83e,1.0,6.0,0.0,0.0,[0.0000000e+00 1.9004831e-09 1.9330584e-15 0.0000000e+00],[0.         0.34536088 0.38211358 0.        ],[0.         0.16425574 0.01554869 0.        ],1.0
16225,225,029c951455e5c41f26ee9b84b49f152b80b544d9,1.0,6.0,0.00085404515,4.2051077e-05,[0.0000000e+00 5.3806438e-11 2.3881627e-17 0.0000000e+00],[0.         0.16944693 0.20635845 0.        ],[0.         0.19327153 0.00884141 0.        ],1.0
6262,262,aa7329f88b579f7e71e24d30d7fdd2a159c7ea1f,1.0,6.0,0.00067418814,0.00028255582,[0.000000e+00 2.918535e-10 8.900022e-16 0.000000e+00],[0.         0.30356854 0.34053642 0.        ],[0.         0.20882948 0.01036848 0.        ],1.0
13318,318,cdce88045ee4405a9a7c857c36683c07c07c9569,1.0,6.0,0.00034353137,0.0043951273,[0.0000000e+00 1.4643769e-11 1.8481908e-17 0.0000000e+00],[0.         0.19264524 0.22965662 0.        ],[0.         0.19525297 0.01069185 0.        ],1.0
